09098b5c,1
e8db854f,1
06ecf67f,1
f06b49cd,1
2ff9460c,1
1ed6cc41,1
b45e536b,1
217a4e43,1
6fca882f,1
bf08b8e2,1
d5964ef0,1
72c9cba8,1
c17c8b68,1
9cae8e37,1
64b45321,1
a02050f6,1
9e98bdba,1
42094f6f,1
dbaa9ca5,1
c0552df7,1
31f72207,1
779a93e2,1
c8ee2780,1
b5dfafa1,1
7d31c0a6,1
03b796e7,1
379b56fe,1
27d64d79,1
30e4d4dd,1
35f74756,1
b7cdeb55,1
d6ad288f,1
0c76cb1b,1
8168fdda,1
e3c6d899,1
b12b6e82,1
f8c3867c,1
d7fa283e,1
764ba47d,1
c95cc5f7,1
ac919224,1
e9a4fc6f,1
fcb21f03,1
fbce0cd6,1
21483ce0,263
261449a4,1
e5526d96,1
e63091a7,1
5eed3f0b,1
8e122bd3,1
dc6512ad,1
ef9c28c5,1
6b06699e,1
2756d90e,1
ade881a2,1
0a6cd9ae,1
d56e3300,1
9c0a9e48,1
37ee64a5,311
880ca16b,1
edc9cd42,1
55ecc3f2,1
89b61c7b,1
f98a5dac,1
954a5bbb,1
86c83a54,1
9d70e10d,1
7f64fa0c,1
d6146502,1
41aa58cd,1
e06e217d,1
c95ebf35,1
33c3bdd5,1
444daa15,1
f9d6541c,1
0121d207,1
ba3bd497,1
37806e39,1
6e435e80,1
e6253aba,1
bae11913,1
07bae92f,1
0006e1d1,1
81f3d718,1
2bd5755a,1
5952264c,1
ec3391e9,1
5a62be5d,1
3f12fd08,1
11d5e1ea,1
0e42f5c4,1
aa53793e,1
86c4b3f2,1
e5e256b4,1
596a74ec,1
18b9e64f,1
2efc2bab,1
dd127ccc,1
c23c88e2,1
561421ad,1
bd3dfed1,1
1d261654,1
e02d5a10,1
737a5532,1
de82b35f,1
fb65086c,1
f852f62d,1
f8905e0b,1
a77d338a,1
15897fd4,1
4475f18b,1
3b1d46fc,1
7257503c,1
ae7c406b,1
04708102,1
b7348ef4,1
c957a689,277
e13f2330,1
9fee0245,1
715b3207,1
184f5a96,1
02e2b752,1
885277c3,1
fbf3c350,1
65910f64,292
ae1c9dd3,1
e2ef6090,1
a34ab4fe,1
1ea81bec,1
08316f4d,1
66e9b608,1
0de855cc,1
dccd40a8,1
90985a97,1
5b8b5b9f,1
09ccf135,1
e06fad49,1
3b8bdef9,1
3fa20e87,1
c7be5dc9,1
774ae090,1
a13d1695,1
fdb5239d,1
4da8f9de,1
d3268c56,1
e707800e,1
2538d578,1
a81cec2e,1
cc80d3db,1
2f5c902c,1
dd099bbe,1
09cd0087,1
8b48fb51,1
26a8cfeb,1
3d15fa3b,1
560d057d,1
fad3a74f,1
f800d368,1
5ac3bc3a,1
675c0a3c,1
406b5881,1
5acc9610,1
49d52689,1
33f810dc,1
dc9d8c26,1
31983b97,1
d79cb935,1
21e25aec,1
effdf40f,1
0e8df000,1
7baf5dbc,1
747c7ab8,1
00f325d4,1
a75a0de1,1
4dc1be8b,1
c08140a5,1
b24fdef2,1
b9e05828,1
e301decb,1
08dfd1b7,1
9babf4de,1
7723c8d0,1
b5fc42a5,1
58b92c50,1
a1cb5d2c,1
5f20b09a,1
81728833,1
20a25a66,1
e2e063ea,1
e17c8ddd,1
b8c3bb98,1
81fc04b7,1
056db09c,1
6a3aa4d1,1
1f58434d,1
2109dc67,1
2e0ee39b,1
1aaf5545,1
b060df31,1
800fc154,1
a1b573ad,1
b3b5b4a2,1
52a06bb2,1
3467fb5f,1
b16eb704,1
873974c7,1
e85091fe,1
28dd756d,1
fddb244d,1
b9f30c85,1
74d9ef10,1
61ec9fe2,1
ee7b7ccf,1
6b4f7adb,1
deb837c3,1
c7e9161b,1
73af1d68,1
6da7f40a,1
e4ca20e3,1
94bef8a7,1
9bd896b2,1
cc1847a1,1
1aa09097,1
610bf4b6,224
379c7050,1
ff6751e4,1
8f7be7b9,1
1488490f,1
78f569b0,1
e04ce20a,1
cf723122,1
3d3cba12,1
5c524b13,1
422bd944,1
6bbdade8,1
2df33618,1
bba0d95e,1
f6769fb9,1
3e73c03f,1
d0bfa88f,1
70d6edc6,1
11442f48,1
9e658fe7,1
028a3f4e,1
8000ecb0,1
06d8d3c8,1
c3f71c9d,1
e00c2b63,1
01c52d0a,1
30fd0359,1
380ff7fc,1
e1d94e39,1
9fc923c1,1
b01ef9bb,1
67623ed8,1
d229d909,1
fdf81022,1
a3c5c974,1
6d75dba1,1
bf2dec1f,1
56577cf1,1
a162b5c5,1
b43be714,1
5f001b2b,1
81e341c6,1
df154d65,1
c9f23d2d,1
65317c3f,1
cbf337e1,1
41e3f7cb,1
ed8167fb,1
eaa40e40,1
7e1cb268,1
63684ab4,1
cba1b8bc,1
3c0c05bf,1
e20d5361,1
9d9b50c3,1
53088d7d,1
f79183d0,1
5bac226f,1
56767d3c,1
e7c11888,1
780262eb,1
75478fcb,1
a73244f6,1
66ff0fb1,1
99207dc7,1
b42dfe11,1
3f049a9a,1
9b9d86ea,1
f52422e4,1
a5f8564a,1
74ce6dba,1
fe3142dd,1
2655fc12,1
05bbcca9,1
11422a9a,1
1d69d299,1
5fe46c85,1
cd955560,1
914f2c8b,1
6a5f16c8,1
8c383b97,1
fee7b20a,1
5297515c,1
46f24f47,1
c0d8ec5c,1
1f468990,1
f8ed956d,1
8aca350a,1
8658e114,1
22a6699f,1
c39987cf,1
01839268,294
84b7c435,1
5cf6f906,1
a7b34fb9,1
9fe4bacf,1
7fafb997,1
ce3ca16a,1
58d083d4,1
6cf44dd1,1
dcb5998e,1
ee74f365,1
b9b21530,1
382d9fc9,1
e77d2dc1,1
6a760ce9,1
e7f2651c,1
b7e68ce4,1
d6f05c4b,1
7b3b39e0,1
8c946312,1
5008f061,1
11a22309,1
01f535af,1
05bc75e1,1
7f2f9db2,1
a62ca386,1
643c179e,1
3d2acff3,1
ec7e9b21,1
c6bfbfd1,1
7428753e,1
